id,x,y,z,name,text,world_id,catalog
23645,88847.332081,51596.181794,1677.092773,阅读物,《花焰群岛游客须知》,10000001.0,20.0
23646,91708.84375,51382.6875,1567.010376,阅读物,《花焰群岛简讯（第三十二期）》,10000001.0,20.0
23647,87094.90625,54358.9375,1559.072388,阅读物,《焰心篝火留言簿》,10000001.0,20.0
23648,90046.96875,56776.5625,1624.012573,阅读物,《花焰是怎样炼成的》,10000001.0,20.0
23649,98055.1875,62839.8125,764.339172,阅读物,《花焰传说集：于水下轰响》,10000001.0,20.0
2365,780913.994141,340156.453125,-22610.460938,耳坠萤,仅夜晚可采集,1.0,76.0
23650,93566.0,58548.0,1087.0,路灯花,,10000001.0,90.0
23651,84868.0,48089.0,551.0,路灯花,,10000001.0,90.0
23652,84310.0,48462.0,488.0,路灯花,,10000001.0,90.0
23653,86566.0,48817.0,1144.0,路灯花,,10000001.0,90.0
23654,95573.0,44923.0,676.0,兔尾绒团,,10000001.0,38.0
23655,92393.0,46919.0,1019.0,兔尾绒团,,10000001.0,38.0
23656,99126.28125,50421.75,678.594238,兔尾绒团,,10000001.0,38.0
23657,102551.0,52478.0,491.0,兔尾绒团,,10000001.0,38.0
23658,101655.0,51889.0,612.0,瓜子珠,,10000001.0,89.0
23659,101523.0,51889.0,612.0,瓜子珠,,10000001.0,89.0
2366,781874.25,340070.574219,-22231.65625,耳坠萤,仅夜晚可采集,1.0,76.0
23660,101388.0,51889.0,612.0,瓜子珠,,10000001.0,89.0
23661,95767.751177,42208.556387,614.114392,瓜子珠,,10000001.0,89.0
23662,95877.038302,42134.527173,614.114392,瓜子珠,,10000001.0,89.0
23663,95987.935893,42059.407057,614.114392,瓜子珠,,10000001.0,89.0
23664,94846.0,50353.0,978.0,瓜子珠,,10000001.0,89.0
23665,94714.0,50353.0,978.0,瓜子珠,,10000001.0,89.0
23666,94579.0,50353.0,978.0,瓜子珠,,10000001.0,89.0
23667,81403.0,51317.0,624.0,瓜子珠,,10000001.0,89.0
23668,81271.0,51317.0,624.0,瓜子珠,,10000001.0,89.0
23669,81136.0,51317.0,624.0,瓜子珠,,10000001.0,89.0
2367,781769.533203,340128.730469,-22267.992188,耳坠萤,仅夜晚可采集,1.0,76.0
23670,96738.0,60794.060291,896.0,刺绣蛾,,10000001.0,72.0
23671,98498.76983,60253.544045,899.264574,刺绣蛾,,10000001.0,72.0
23672,98891.430526,61053.158607,895.0,刺绣蛾,,10000001.0,72.0
23673,96932.76786,61744.406328,905.644651,刺绣蛾,,10000001.0,72.0
23674,95038.0,58199.0,1170.0,刺绣蛾,,10000001.0,72.0
23675,88301.158845,53676.962423,1746.394703,刺绣蛾,,10000001.0,72.0
23676,91898.118473,56635.550145,1665.728734,刺绣蛾,,10000001.0,72.0
23677,89124.0,56075.0,1631.0,刺绣蛾,,10000001.0,72.0
23678,91401.397537,55205.91247,1751.028532,刺绣蛾,,10000001.0,72.0
23679,90774.0,51966.0,1743.0,刺绣蛾,,10000001.0,72.0
2368,781860.013672,340395.761719,-22330.917969,耳坠萤,仅夜晚可采集,1.0,76.0
23680,87072.435575,51890.261712,1742.0,刺绣蛾,,10000001.0,72.0
23681,85377.0,54422.212796,1728.0,刺绣蛾,,10000001.0,72.0
23682,84338.945024,52239.837534,1758.0,刺绣蛾,,10000001.0,72.0
23683,88348.730688,49008.0,1705.0,刺绣蛾,,10000001.0,72.0
23684,95681.809688,51541.954654,1144.0,刺绣蛾,,10000001.0,72.0
23685,88757.0,61755.0,1156.851462,名流鸦羽,,10000001.0,49.0
23686,93976.0,41764.932487,822.157907,名流鸦羽,,10000001.0,49.0
23687,103365.0,56742.0,519.0,珠链蝶,,10000001.0,74.0
23688,103133.0,56987.0,532.0,珠链蝶,,10000001.0,74.0
23689,102933.0,56743.0,691.0,珠链蝶,,10000001.0,74.0
2369,781719.533203,340258.730469,-22297.992188,耳坠萤,仅夜晚可采集,1.0,76.0
23690,102956.0,56486.0,553.0,珠链蝶,,10000001.0,74.0
23691,102064.0,55299.0,660.0,珠链蝶,,10000001.0,74.0
23692,101809.0,54975.0,745.0,珠链蝶,,10000001.0,74.0
23693,102180.0,54505.0,638.0,珠链蝶,,10000001.0,74.0
23694,100503.0,54273.0,816.0,珠链蝶,,10000001.0,74.0
23695,99893.0,54057.0,868.0,珠链蝶,,10000001.0,74.0
23696,99948.0,53749.0,848.0,珠链蝶,,10000001.0,74.0
23697,88130.0,48539.0,1469.0,珠链蝶,,10000001.0,74.0
23698,88568.0,48838.0,1638.0,珠链蝶,,10000001.0,74.0
23699,87787.0,49232.0,1598.0,珠链蝶,,10000001.0,74.0
2370,782000.699219,340272.085938,-22302.152344,耳坠萤,仅夜晚可采集,1.0,76.0
23700,87589.0,49383.0,1672.0,珠链蝶,,10000001.0,74.0
23701,88068.0,56928.0,1513.0,珠链蝶,,10000001.0,74.0
23702,88257.0,56725.0,1481.0,珠链蝶,,10000001.0,74.0
23703,85754.0,58085.0,1039.0,珠链蝶,,10000001.0,74.0
23704,85762.0,57641.0,1100.0,珠链蝶,,10000001.0,74.0
23705,96010.0,60325.0,1038.0,珠链蝶,,10000001.0,74.0
23706,96933.0,59603.0,837.0,珠链蝶,,10000001.0,74.0
23707,96769.0,59323.0,885.0,珠链蝶,,10000001.0,74.0
23708,92794.0,57721.0,1357.0,珠链蝶,,10000001.0,74.0
23709,91947.0,57584.0,1626.0,珠链蝶,,10000001.0,74.0
2371,784861.123047,351091.132812,-24165.757812,耳坠萤,仅夜晚可采集,1.0,76.0
23710,84156.0,53622.0,1638.0,珠链蝶,,10000001.0,74.0
23711,95636.0,59535.0,898.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23712,96017.0,58877.0,835.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23713,98496.0,58448.0,921.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23714,98536.0,57313.0,956.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23715,102153.0,60397.0,569.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23716,102931.0,59869.0,519.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23717,100872.494524,54794.049905,682.84183,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23718,100042.5746,54121.981484,725.242161,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23719,98968.734375,53492.875,805.459366,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
2372,785446.363281,351698.773438,-24162.328125,耳坠萤,仅夜晚可采集,1.0,76.0
23720,93155.21875,53098.625,1359.514038,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23721,92471.0,52029.0,1368.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23722,90550.0,49364.0,1503.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23723,91490.0,49583.0,1386.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23724,92710.0,57563.625,1272.302124,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23725,92875.0,56659.0,1338.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23726,90749.0,61822.0,794.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23727,88343.53125,46519.0,1071.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23728,88936.0,46067.0,1061.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23729,88045.640625,58765.5625,1532.072021,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
2373,785286.855469,350711.6875,-24208.623047,耳坠萤,仅夜晚可采集,1.0,76.0
23730,91201.125,57688.375,1529.338135,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23731,91052.328125,57072.375,1544.748047,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23732,86637.0625,57475.875,1043.669556,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23733,86812.015625,58203.0625,991.837341,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23734,89228.845426,60035.437311,1548.416702,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23735,101584.0,55963.75,1323.0,焰光结晶,花焰群岛152号,10000001.0,133.0
23736,101613.609375,55998.625,1321.0,焰光结晶,花焰群岛153号,10000001.0,133.0
23737,84144.5625,52268.75,1530.64856,焰光结晶,花焰群岛142号,10000001.0,133.0
23738,84153.296875,52297.5625,1531.64856,焰光结晶,花焰群岛143号,10000001.0,133.0
23739,88937.0,58250.0,2491.0,焰光结晶,花焰群岛158号,10000001.0,133.0
2374,785663.810547,350986.039062,-24256.966797,耳坠萤,仅夜晚可采集,1.0,76.0
23740,88993.0,58232.0,2492.0,焰光结晶,花焰群岛157号,10000001.0,133.0
23741,89045.0,58213.0,2491.0,焰光结晶,花焰群岛156号,10000001.0,133.0
23742,90100.0,50327.0,2438.0,焰光结晶,花焰群岛133号,10000001.0,133.0
23743,90137.0,50350.0,2437.0,焰光结晶,花焰群岛134号,10000001.0,133.0
23744,86880.0,48189.0,1766.0,焰光结晶,花焰群岛124号,10000001.0,133.0
23745,86902.0,48241.0,1765.0,焰光结晶,花焰群岛125号,10000001.0,133.0
23746,85833.0,41868.0,878.0,焰光结晶,花焰群岛93号,10000001.0,133.0
23747,85802.28125,41893.1875,877.0,焰光结晶,花焰群岛94号,10000001.0,133.0
23748,99919.0,50788.0,683.0,焰光结晶,花焰群岛135号,10000001.0,133.0
23749,99955.0,50788.0,682.0,焰光结晶,花焰群岛136号,10000001.0,133.0
2375,753874.0,348064.0,-23328.0,耳坠萤,仅夜晚可采集,1.0,76.0
23750,95228.0,56926.0,1679.0,焰光结晶,花焰群岛154号,10000001.0,133.0
23751,95251.0,56961.0,1679.0,焰光结晶,花焰群岛155号,10000001.0,133.0
23752,91221.459829,43667.625,2088.874852,焰光结晶,花焰群岛110号,10000001.0,133.0
23753,91250.110932,43665.9375,2088.976857,焰光结晶,花焰群岛109号,10000001.0,133.0
23754,94824.0,59940.0,1993.0,焰光结晶,花焰群岛160号,10000001.0,133.0
23755,94760.0,59922.0,1992.0,焰光结晶,花焰群岛159号,10000001.0,133.0
23756,99525.421875,65068.5,677.0,焰光结晶,花焰群岛169号,10000001.0,133.0
23757,99557.0,65100.0,681.0,焰光结晶,花焰群岛170号,10000001.0,133.0
23758,93756.109375,47526.9375,5851.962402,焰光结晶,花焰群岛117号,10000001.0,133.0
23759,93809.359375,47518.9375,5852.962402,焰光结晶,花焰群岛116号,10000001.0,133.0
2376,753804.0,348034.0,-23328.0,耳坠萤,仅夜晚可采集,1.0,76.0
23760,93771.453125,47473.5,5852.039551,焰光结晶,花焰群岛115号,10000001.0,133.0
23761,102732.0,52643.0,451.0,兔兔妆粉,,10000001.0,83.0
23762,95582.0,45096.0,662.0,兔兔妆粉,,10000001.0,83.0
23763,92321.0,46911.0,982.0,兔兔妆粉,,10000001.0,83.0
23764,95263.265625,44877.625,684.958008,兔兔妆粉,,10000001.0,83.0
23765,92286.53125,47347.1875,1023.649902,兔兔妆粉,,10000001.0,83.0
23766,99298.130421,50007.519039,639.018731,兔兔妆粉,,10000001.0,83.0
23767,99808.317706,50267.121064,616.30372,兔兔妆粉,,10000001.0,83.0
23768,97030.6328,44796.0,538.334348,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23769,103375.984375,53870.875,370.290649,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
2377,753833.096924,348168.425781,-23282.171875,耳坠萤,仅夜晚可采集,1.0,76.0
23770,99216.140625,52891.0,730.627991,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23771,102783.0,54190.0,460.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23772,92051.0,49022.0,1204.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23773,91561.0,58955.0,1547.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23774,93336.0,55633.0,1437.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23775,93818.0,62621.0,798.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23776,82997.0,55527.0,882.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23777,83217.0,49943.0,711.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23778,86129.0,46581.0,729.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23779,90405.0,45151.0,980.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
2378,753754.0,348164.0,-23358.0,耳坠萤,仅夜晚可采集,1.0,76.0
23780,103389.031248,50497.194153,358.582361,珠花贝壳,,10000001.0,84.0
23781,101265.0,44798.0,422.662994,珠花贝壳,,10000001.0,84.0
23782,97113.0,40622.0,352.0,珠花贝壳,,10000001.0,84.0
23783,99144.0,41354.0,422.631561,珠花贝壳,,10000001.0,84.0
23784,104086.0,59478.0,338.626922,珠花贝壳,,10000001.0,84.0
23785,91446.0,66038.0,341.584991,珠花贝壳,,10000001.0,84.0
23786,90063.0,65219.0,328.620061,珠花贝壳,,10000001.0,84.0
23787,95994.0,54120.0,2799.0,奇想气球,花焰群岛35号,10000001.0,132.0
23788,88939.828125,51976.0,3714.986816,奇想气球,花焰群岛33号,10000001.0,132.0
23789,85219.9375,56826.1875,1090.90564,奇想气球,花焰群岛37号,10000001.0,132.0
2379,753926.231689,348151.652344,-23362.160156,耳坠萤,仅夜晚可采集,1.0,76.0
23790,82902.46875,47248.6875,340.0,奇想气球,花焰群岛29号,10000001.0,132.0
23791,97254.40625,47187.8125,796.157837,奇想气球,花焰群岛28号,10000001.0,132.0
23792,89848.0,57076.0,1753.741699,花焰工坊,维塔的花焰工坊,10000001.0,138.0
23793,87347.0,53326.0,1711.894653,,,,
23794,89167.386964,51911.0,1713.999999,小游戏,花焰穿梭家；飞跃热气球,10000001.0,19.0
23795,97419.0,44199.0,740.0,趣味互动,悠游小飞马 - 卡尔塞罗,10000001.0,136.0
23796,94307.171295,62177.0,1203.0,风铃子,,10000001.0,64.0
23797,93916.97728,61107.53387,1271.0,风铃子,,10000001.0,64.0
23798,95742.0,61820.0,1332.0,风铃子,,10000001.0,64.0
23799,94518.152294,63192.447855,999.0,风铃子,,10000001.0,64.0
2380,772888.4375,331818.714844,-21222.0,耳坠萤,仅夜晚可采集,1.0,76.0
23800,90937.0,62777.0,830.0,风铃子,,10000001.0,64.0
23801,91297.0,60589.0,1344.0,风铃子,,10000001.0,64.0
23802,84728.627593,56655.404172,1163.0,风铃子,,10000001.0,64.0
23803,83792.464469,55917.320802,1170.1238,风铃子,,10000001.0,64.0
23804,81195.579075,53432.634901,829.0,风铃子,,10000001.0,64.0
23805,82524.044269,52348.76593,1201.416214,风铃子,,10000001.0,64.0
23806,82895.0,51004.0,1169.0,风铃子,,10000001.0,64.0
23807,88847.0,44969.0,1271.0,风铃子,,10000001.0,64.0
23808,89398.0,43726.0,1156.0,风铃子,,10000001.0,64.0
23809,90689.0,43391.0,1111.0,风铃子,,10000001.0,64.0
2381,772897.457031,331894.335938,-21246.0,耳坠萤,仅夜晚可采集,1.0,76.0
23810,97400.580958,55760.041369,1392.568438,风铃子,,10000001.0,64.0
23811,97628.0,56261.0,1263.0,风铃子,,10000001.0,64.0
23812,89982.0,57482.0,1594.0,衬衫毛团,,10000001.0,43.0
23813,88638.0,58258.0,1587.0,衬衫毛团,,10000001.0,43.0
23814,96516.130298,51023.0,935.536019,衬衫毛团,,10000001.0,43.0
23815,109066.0,55999.0,352.0,香薰睡莲,,10000001.0,88.0
23816,115847.0,52993.0,352.0,香薰睡莲,,10000001.0,88.0
23817,111370.0,31119.0,352.0,香薰睡莲,,10000001.0,88.0
23818,113155.743074,52201.558069,505.325504,芭蕾豆娘,,10000001.0,63.0
23819,112716.16339,53600.439658,505.325504,芭蕾豆娘,,10000001.0,63.0
2382,772999.324219,331801.921875,-21176.171875,耳坠萤,仅夜晚可采集,1.0,76.0
23820,113270.921622,52688.111151,505.325504,芭蕾豆娘,,10000001.0,63.0
23821,118748.577354,49691.86177,631.944043,芭蕾豆娘,,10000001.0,63.0
23822,120214.109426,49739.983944,631.944043,芭蕾豆娘,,10000001.0,63.0
23823,119186.385372,49450.35786,631.944043,芭蕾豆娘,,10000001.0,63.0
23824,120531.246916,41814.453923,531.44041,芭蕾豆娘,,10000001.0,63.0
23825,120116.256175,41610.765701,484.353939,芭蕾豆娘,,10000001.0,63.0
23826,121087.9784,41372.509107,470.705768,芭蕾豆娘,,10000001.0,63.0
23827,110263.557096,43862.20258,525.580989,芭蕾豆娘,,10000001.0,63.0
23828,110107.811769,42876.077052,525.580989,芭蕾豆娘,,10000001.0,63.0
23829,110608.547855,44224.116072,525.580989,芭蕾豆娘,,10000001.0,63.0
2383,773035.041016,331872.636719,-21252.0,耳坠萤,仅夜晚可采集,1.0,76.0
23830,108832.5625,51153.5625,402.153961,中级宝箱,花焰群岛6号,10000001.0,14.0
23831,112143.65625,57252.0625,1089.053711,中级宝箱,花焰群岛8号,10000001.0,14.0
23832,123600.671875,46192.5,365.110199,初级宝箱,花焰群岛7号,10000001.0,13.0
23833,121276.4375,40850.625,353.106995,初级宝箱,花焰群岛4号,10000001.0,13.0
23834,111934.0,56850.0,1285.0,空洞绳结,,10000001.0,27.0
23835,112061.0,57710.0,1275.0,空洞绳结,,10000001.0,27.0
23836,109244.0,50946.0,505.0,缠绕丝带,,10000001.0,23.0
23837,108582.0,51024.0,498.0,缠绕丝带,,10000001.0,23.0
23838,108554.0,49911.0,518.0,顽固皮革,,10000001.0,22.0
23839,123953.0,46467.0,674.0,空洞绳结,,10000001.0,27.0
2384,772938.232422,331729.652344,-21256.160156,耳坠萤,仅夜晚可采集,1.0,76.0
23840,110807.578125,56858.25,1357.381348,顽固皮革,,10000001.0,22.0
23841,110807.578125,56858.25,1179.946655,心碎补丁,,10000001.0,21.0
23842,123196.078125,46112.875,623.288025,顽固皮革,,10000001.0,22.0
23843,123196.078125,46112.875,445.853271,心碎补丁,,10000001.0,21.0
23844,111140.5625,57697.1875,1164.895142,回避纽扣,,10000001.0,31.0
23845,110720.6875,57919.1875,1160.720215,回避纽扣,,10000001.0,31.0
23846,122256.0,40410.0,344.0,小星扇贝,,10000001.0,98.0
23847,123864.0,45241.0,335.0,小星扇贝,,10000001.0,98.0
23848,110425.0,46229.0,344.0,小星扇贝,,10000001.0,98.0
23849,111753.0,53836.0,371.0,发卡蚱蜢,,10000001.0,67.0
2385,775382.0,331521.0,-20615.0,耳坠萤,仅夜晚可采集,1.0,76.0
23850,122587.0,48567.0,414.0,发卡蚱蜢,,10000001.0,67.0
23851,111835.0,52281.0,437.0,顽固皮革,,10000001.0,22.0
23852,119199.0,50739.0,826.307556,顽固皮革,,10000001.0,22.0
23853,116679.0,50175.0,448.0,心碎补丁,,10000001.0,21.0
23854,116021.515625,51084.6875,638.168457,顽固皮革,,10000001.0,22.0
23855,117096.9375,42654.9375,441.152924,顽固皮革,,10000001.0,22.0
23856,116932.0,44432.0,416.0,心碎补丁,,10000001.0,21.0
23857,120239.0,46626.0,498.0,缠绕丝带,,10000001.0,23.0
23858,119008.0,50271.1875,671.415283,振翅布块,,10000001.0,24.0
23859,119008.0,50271.1875,524.75415,顽固皮革,,10000001.0,22.0
2386,775270.0,331481.0,-20616.0,耳坠萤,仅夜晚可采集,1.0,76.0
23860,112817.359375,51606.5,664.616699,顽固皮革,,10000001.0,22.0
23861,112817.359375,51606.5,487.181976,心碎补丁,,10000001.0,21.0
23862,118976.71875,41654.0625,627.484802,顽固皮革,,10000001.0,22.0
23863,118976.71875,41654.0625,450.050049,心碎补丁,,10000001.0,21.0
23864,110551.0,56287.0,1154.0,珠链蝶,,10000001.0,74.0
23865,110818.0,56087.0,1158.0,珠链蝶,,10000001.0,74.0
23866,112682.0,51117.0,464.0,珠链蝶,,10000001.0,74.0
23867,109887.0,45897.0,477.0,珠链蝶,,10000001.0,74.0
23868,110182.0,45728.0,415.0,珠链蝶,,10000001.0,74.0
23869,110316.0,45411.0,508.0,珠链蝶,,10000001.0,74.0
2387,775553.097656,331807.425781,-20660.171875,耳坠萤,仅夜晚可采集,1.0,76.0
23870,108807.0,43712.0,484.0,珠链蝶,,10000001.0,74.0
23871,108837.0,43340.0,466.0,珠链蝶,,10000001.0,74.0
23872,120110.0,49969.0,527.0,珠链蝶,,10000001.0,74.0
23873,119943.0,49787.0,473.0,珠链蝶,,10000001.0,74.0
23874,122937.0,47835.0,510.0,珠链蝶,,10000001.0,74.0
23875,123429.0,43984.0,446.0,珠链蝶,,10000001.0,74.0
23876,120367.0,45264.0,1109.0,珠链蝶,,10000001.0,74.0
23877,112423.0,58279.0,1095.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23878,109151.0,46719.0,352.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23879,108129.0,42814.0,352.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
2388,775320.0,331667.0,-20706.0,耳坠萤,仅夜晚可采集,1.0,76.0
23880,123783.154418,43865.795033,364.184556,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23881,119654.0,50151.0,366.0,噼啪花粉,仅晴天夜晚可采集,10000001.0,137.0
23882,111715.921875,60185.0,1111.0,焰光结晶,花焰群岛161号,10000001.0,133.0
23883,111678.25,60186.375,1115.0,焰光结晶,花焰群岛162号,10000001.0,133.0
23884,111180.46875,55075.6875,546.0,焰光结晶,花焰群岛149号,10000001.0,133.0
23885,111216.015625,55059.875,546.0,焰光结晶,花焰群岛148号,10000001.0,133.0
23886,110791.0,48531.125,627.0,焰光结晶,花焰群岛127号,10000001.0,133.0
23887,110749.421875,48511.0,624.0,焰光结晶,花焰群岛126号,10000001.0,133.0
23888,119886.0,49994.0,973.0,焰光结晶,花焰群岛131号,10000001.0,133.0
23889,119914.0,50022.0,973.0,焰光结晶,花焰群岛132号,10000001.0,133.0
2389,775640.232422,331776.652344,-20638.160156,耳坠萤,仅夜晚可采集,1.0,76.0
23890,123184.34375,41744.0,553.0,焰光结晶,花焰群岛92号,10000001.0,133.0
23891,123222.484375,41744.0,554.0,焰光结晶,花焰群岛91号,10000001.0,133.0
23892,116034.0,47848.000001,1320.926589,焰光结晶,花焰群岛120号,10000001.0,133.0
23893,116018.53125,47891.125001,1320.926589,焰光结晶,花焰群岛121号,10000001.0,133.0
23894,116003.078125,47934.062501,1321.926589,焰光结晶,花焰群岛122号,10000001.0,133.0
23895,115988.09375,47973.875001,1321.926589,焰光结晶,花焰群岛123号,10000001.0,133.0
23896,106969.40625,35693.0,505.527405,焰光结晶,花焰群岛70号,10000001.0,133.0
23897,107011.0,35686.0,506.0,焰光结晶,花焰群岛69号,10000001.0,133.0
23898,108276.65625,43701.75,1586.0,焰光结晶,花焰群岛111号,10000001.0,133.0
23899,108317.90625,43712.0,1586.0,焰光结晶,花焰群岛112号,10000001.0,133.0
2390,774381.0,308050.0,-12272.0,耳坠萤,仅夜晚可采集,1.0,76.0
23900,120690.0,47619.0,712.0,焰光结晶,花焰群岛119号,10000001.0,133.0
23901,120641.0,47610.0,711.0,焰光结晶,花焰群岛118号,10000001.0,133.0
23902,122446.0,48271.0,337.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23903,123342.0,45635.0,355.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23904,121919.0,41092.0,336.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23905,108097.0,47394.0,352.0,晴日蝶兰/雨滴蝶兰,,10000001.0,85.0
23906,108781.0,41765.478111,317.547329,珠花贝壳,,10000001.0,84.0
23907,117898.0,51213.0,342.0,珠花贝壳,,10000001.0,84.0
23908,118767.0,51429.0,352.0,珠花贝壳,,10000001.0,84.0
23909,123087.0,48758.0,350.0,珠花贝壳,,10000001.0,84.0
2391,774311.0,308020.0,-12272.0,耳坠萤,仅夜晚可采集,1.0,76.0
23910,119200.0,41006.0,340.0,珠花贝壳,,10000001.0,84.0
23911,88275.0,38583.0,56248.0,奇想气球,造型热气球群6号,10000001.0,132.0
23912,73570.0,17861.0,26856.0,奇想气球,造型热气球群1号,10000001.0,132.0
23913,79692.0,63227.0,37042.0,奇想气球,造型热气球群10号,10000001.0,132.0
23914,87756.0,30130.0,54280.0,奇想气球,造型热气球群3号,10000001.0,132.0
23915,113059.0,40554.0,43510.0,奇想气球,造型热气球群7号,10000001.0,132.0
23916,100889.0,33654.0,42550.0,奇想气球,造型热气球群4号,10000001.0,132.0
23917,77568.0,37850.0,33785.0,奇想气球,造型热气球群5号,10000001.0,132.0
23918,94301.015625,51782.5625,32573.714844,奇想气球,造型热气球群8号,10000001.0,132.0
23919,94487.359375,54501.25,37640.019531,奇想气球,造型热气球群9号,10000001.0,132.0
2392,774340.097656,308154.421875,-12226.171875,耳坠萤,仅夜晚可采集,1.0,76.0
23920,96830.96875,28241.75,50902.476562,奇想气球,造型热气球群2号,10000001.0,132.0
23921,115586.0,51824.0,660.0,奇想气球,花焰群岛31号,10000001.0,132.0
23922,120907.0,44587.0,1441.0,奇想气球,花焰群岛25号,10000001.0,132.0
23923,109899.0,32232.0,1335.0,奇想气球,花焰群岛15号,10000001.0,132.0
23924,113726.0,44648.0,659.0,奇想气球,花焰群岛26号,10000001.0,132.0
23925,107664.28125,47350.125,337.042816,奇想气球,花焰群岛30号,10000001.0,132.0
23926,113439.765625,56739.3125,2649.963867,奇想气球,花焰群岛36号,10000001.0,132.0
23927,111066.0,59050.0,1234.0,织衣蛛,,10000001.0,62.0
23928,111616.0,56380.0,1145.0,织衣蛛,,10000001.0,62.0
23929,110500.0,56002.0,1345.0,织衣蛛,,10000001.0,62.0
2393,774261.0,308150.0,-12302.0,耳坠萤,仅夜晚可采集,1.0,76.0
23930,108046.0,47003.0,392.0,织衣蛛,,10000001.0,62.0
23931,119238.0,50803.0,581.0,织衣蛛,,10000001.0,62.0
23932,118783.0,44426.0,618.0,织衣蛛,,10000001.0,62.0
23933,120845.0,45261.0,1401.0,织衣蛛,,10000001.0,62.0
23934,108316.0,43061.0,519.0,风铃子,,10000001.0,64.0
23935,113158.0,56655.0,1290.0,风铃子,,10000001.0,64.0
23936,110341.075003,59108.247563,907.854638,尖帽仙,,10000001.0,71.0
23937,110329.0,59139.0,902.872003,尖帽仙,,10000001.0,71.0
23938,110369.944206,59095.163852,915.747989,尖帽仙,,10000001.0,71.0
23939,120352.0,40454.0,379.0,尖帽仙,,10000001.0,71.0
2394,774433.232422,308137.65625,-12306.160156,耳坠萤,仅夜晚可采集,1.0,76.0
23940,120384.0,40447.0,387.0,尖帽仙,,10000001.0,71.0
23941,120340.0,40426.0,385.0,尖帽仙,,10000001.0,71.0
23942,73490.0,19634.0,27061.0,振翅布块,,10000001.0,24.0
23943,72283.0,22697.0,27493.0,振翅布块,,10000001.0,24.0
23944,82254.0,61101.0,36209.0,振翅布块,,10000001.0,24.0
23945,83207.0,61883.0,36202.0,振翅布块,,10000001.0,24.0
23946,73618.0,43183.0,33224.734375,心碎补丁,,10000001.0,21.0
23947,111809.0,40824.0,39620.0,顽固皮革,,10000001.0,22.0
23948,110744.0,40077.0,39930.0,振翅布块,,10000001.0,24.0
23949,101439.0,34684.0,44520.0,心碎补丁,,10000001.0,21.0
2395,773212.0,311797.0,-12984.0,耳坠萤,仅夜晚可采集,1.0,76.0
23950,101999.0,34674.0,44520.0,心碎补丁,,10000001.0,21.0
23951,86552.0,25912.0,54545.0,振翅布块,,10000001.0,24.0
23952,111291.0,40983.0,39740.0,振翅布块,,10000001.0,24.0
23953,74190.140625,42493.75,33413.65625,振翅布块,,10000001.0,24.0
23954,74190.140625,42493.75,33266.996094,顽固皮革,,10000001.0,22.0
